1,269,359,237,272,03-03-2020 10:12:00,03-03-2020 11:56:00
2,105,352,14,292,03-03-2020 09:10:00,03-03-2020 13:44:00
3,249,98,271,144,03-03-2020 10:12:00,03-03-2020 11:17:00
4,366,112,394,367,03-03-2020 10:12:00,03-03-2020 13:39:00
5,125,84,236,77,03-03-2020 11:13:00,03-03-2020 12:38:00
6,398,57,277,150,03-03-2020 11:12:00,03-03-2020 12:24:00
7,361,349,264,210,03-03-2020 09:12:00,03-03-2020 12:12:00
8,94,248,195,23,03-03-2020 09:11:00,03-03-2020 13:08:00
9,273,195,229,387,03-03-2020 09:10:00,03-03-2020 12:36:00
10,29,277,146,58,03-03-2020 10:11:00,03-03-2020 13:29:00
11,45,126,41,355,03-03-2020 09:11:00,03-03-2020 12:37:00
12,147,93,280,169,03-03-2020 09:11:00,03-03-2020 12:43:00
13,272,102,70,97,03-03-2020 09:11:00,03-03-2020 12:15:00
14,76,178,197,287,03-03-2020 11:12:00,03-03-2020 12:26:00
15,76,73,111,367,03-03-2020 10:11:00,03-03-2020 11:23:00
16,35,372,353,313,03-03-2020 11:12:00,03-03-2020 11:38:00
17,212,244,65,285,03-03-2020 11:13:00,03-03-2020 12:15:00
18,351,295,31,296,03-03-2020 11:12:00,03-03-2020 12:22:00
19,152,54,306,82,03-03-2020 09:10:00,03-03-2020 11:44:00
20,60,347,131,305,03-03-2020 09:10:00,03-03-2020 12:58:00
