1,161,307,48,182,03-03-2020 10:13:00,03-03-2020 13:20:00
2,20,85,132,370,03-03-2020 12:13:00,03-03-2020 12:18:00
3,144,72,111,36,03-03-2020 11:13:00,03-03-2020 13:56:00
4,174,313,35,198,03-03-2020 09:10:00,03-03-2020 12:06:00
5,40,319,353,283,03-03-2020 11:12:00,03-03-2020 12:30:00
6,376,218,361,114,03-03-2020 10:11:00,03-03-2020 12:08:00
7,13,274,174,337,03-03-2020 11:12:00,03-03-2020 11:34:00
8,108,270,267,42,03-03-2020 11:14:00,03-03-2020 13:20:00
9,98,359,199,140,03-03-2020 09:12:00,03-03-2020 13:22:00
10,177,104,105,315,03-03-2020 10:12:00,03-03-2020 13:52:00
11,244,128,109,171,03-03-2020 10:13:00,03-03-2020 13:36:00
12,175,154,249,25,03-03-2020 09:10:00,03-03-2020 12:22:00
13,174,307,57,237,03-03-2020 11:12:00,03-03-2020 13:18:00
14,205,364,104,294,03-03-2020 10:13:00,03-03-2020 13:47:00
15,335,171,285,140,03-03-2020 09:12:00,03-03-2020 14:09:00
16,72,199,250,135,03-03-2020 09:10:00,03-03-2020 11:60:00
17,322,355,306,275,03-03-2020 11:13:00,03-03-2020 11:36:00
18,84,184,269,78,03-03-2020 09:10:00,03-03-2020 13:18:00
19,232,112,303,280,03-03-2020 10:11:00,03-03-2020 12:12:00
20,150,83,338,147,03-03-2020 10:12:00,03-03-2020 11:37:00
