1,264,336,331,373,03-03-2020 09:11:00,03-03-2020 13:40:00
2,242,369,36,321,03-03-2020 09:11:00,03-03-2020 11:40:00
3,93,83,83,193,03-03-2020 11:13:00,03-03-2020 12:56:00
4,217,161,315,190,03-03-2020 11:13:00,03-03-2020 13:31:00
5,260,284,108,118,03-03-2020 11:13:00,03-03-2020 12:54:00
6,69,123,260,96,03-03-2020 09:11:00,03-03-2020 12:60:00
7,321,391,308,100,03-03-2020 11:13:00,03-03-2020 11:28:00
8,95,200,29,117,03-03-2020 09:11:00,03-03-2020 13:60:00
9,38,287,187,143,03-03-2020 10:11:00,03-03-2020 13:27:00
10,158,78,65,13,03-03-2020 11:13:00,03-03-2020 13:49:00
11,36,270,186,182,03-03-2020 10:11:00,03-03-2020 13:52:00
12,271,215,214,64,03-03-2020 11:12:00,03-03-2020 11:21:00
13,266,186,197,323,03-03-2020 10:12:00,03-03-2020 11:59:00
14,144,165,320,61,03-03-2020 09:10:00,03-03-2020 13:02:00
15,190,276,343,200,03-03-2020 10:11:00,03-03-2020 12:27:00
16,166,351,258,204,03-03-2020 10:11:00,03-03-2020 12:48:00
17,314,229,332,298,03-03-2020 10:11:00,03-03-2020 12:50:00
18,294,33,284,190,03-03-2020 10:12:00,03-03-2020 13:39:00
19,139,144,218,30,03-03-2020 10:11:00,03-03-2020 11:25:00
20,317,168,373,390,03-03-2020 09:10:00,03-03-2020 13:15:00
21,219,199,313,345,03-03-2020 09:11:00,03-03-2020 13:20:00
22,172,18,139,261,03-03-2020 11:13:00,03-03-2020 12:37:00
23,53,272,86,315,03-03-2020 10:11:00,03-03-2020 12:57:00
24,42,316,173,246,03-03-2020 09:11:00,03-03-2020 11:38:00
25,72,100,17,270,03-03-2020 09:11:00,03-03-2020 12:39:00
26,223,61,281,77,03-03-2020 11:13:00,03-03-2020 13:50:00
27,225,384,74,260,03-03-2020 10:12:00,03-03-2020 13:40:00
28,209,333,149,157,03-03-2020 10:11:00,03-03-2020 13:40:00
29,306,89,254,164,03-03-2020 11:13:00,03-03-2020 11:19:00
30,204,144,96,94,03-03-2020 09:10:00,03-03-2020 13:48:00
31,26,123,52,22,03-03-2020 11:13:00,03-03-2020 11:22:00
32,173,69,158,360,03-03-2020 09:11:00,03-03-2020 11:54:00
33,355,152,65,141,03-03-2020 11:13:00,03-03-2020 12:52:00
34,350,382,285,235,03-03-2020 11:13:00,03-03-2020 12:35:00
35,168,193,41,90,03-03-2020 10:11:00,03-03-2020 11:24:00
