1,264,139,318,291,03-03-2020 10:11:00,03-03-2020 17:59:00
2,27,220,187,212,03-03-2020 09:10:00,03-03-2020 17:17:00
3,127,11,133,322,03-03-2020 09:11:00,03-03-2020 15:36:00
4,21,235,360,181,03-03-2020 11:13:00,03-03-2020 14:20:00
5,33,213,143,91,03-03-2020 11:13:00,03-03-2020 11:30:00
6,259,146,332,258,03-03-2020 13:15:00,03-03-2020 16:44:00
7,34,150,225,188,03-03-2020 10:11:00,03-03-2020 15:26:00
8,324,309,117,247,03-03-2020 09:10:00,03-03-2020 10:19:00
9,225,192,198,103,03-03-2020 09:10:00,03-03-2020 15:18:00
10,115,281,108,11,03-03-2020 09:10:00,03-03-2020 14:11:00
11,78,386,260,301,03-03-2020 12:13:00,03-03-2020 16:46:00
12,256,318,101,380,03-03-2020 12:13:00,03-03-2020 17:11:00
13,192,213,214,334,03-03-2020 12:14:00,03-03-2020 15:27:00
14,220,109,397,63,03-03-2020 10:11:00,03-03-2020 13:16:00
15,384,266,309,112,03-03-2020 12:13:00,03-03-2020 13:35:00
16,225,201,46,394,03-03-2020 10:12:00,03-03-2020 17:58:00
17,125,80,154,305,03-03-2020 13:14:00,03-03-2020 17:10:00
18,47,316,52,394,03-03-2020 11:12:00,03-03-2020 14:59:00
19,322,186,19,248,03-03-2020 14:15:00,03-03-2020 14:51:00
20,57,335,335,399,03-03-2020 11:12:00,03-03-2020 17:44:00
21,284,298,90,394,03-03-2020 11:13:00,03-03-2020 15:22:00
22,237,314,313,112,03-03-2020 09:10:00,03-03-2020 12:41:00
23,95,46,22,25,03-03-2020 11:13:00,03-03-2020 14:25:00
24,185,51,336,257,03-03-2020 14:16:00,03-03-2020 14:31:00
25,294,107,98,18,03-03-2020 13:14:00,03-03-2020 14:08:00
26,302,205,294,66,03-03-2020 13:14:00,03-03-2020 16:22:00
27,94,333,146,386,03-03-2020 12:14:00,03-03-2020 13:35:00
28,129,154,343,194,03-03-2020 09:11:00,03-03-2020 11:35:00
29,225,226,384,274,03-03-2020 14:16:00,03-03-2020 17:31:00
30,30,379,317,282,03-03-2020 12:14:00,03-03-2020 16:59:00
