1,36,351,102,263,03-03-2020 10:12:00,03-03-2020 11:41:00
2,229,107,102,366,03-03-2020 10:11:00,03-03-2020 13:12:00
3,98,126,243,279,03-03-2020 09:10:00,03-03-2020 12:54:00
4,264,400,71,244,03-03-2020 11:12:00,03-03-2020 13:53:00
5,164,307,249,133,03-03-2020 09:12:00,03-03-2020 11:11:00
6,119,194,183,64,03-03-2020 10:12:00,03-03-2020 13:32:00
7,214,55,305,64,03-03-2020 11:13:00,03-03-2020 13:37:00
8,213,31,215,296,03-03-2020 11:13:00,03-03-2020 12:52:00
9,272,146,45,295,03-03-2020 11:13:00,03-03-2020 13:58:00
10,181,270,97,234,03-03-2020 09:10:00,03-03-2020 13:51:00
11,66,212,40,121,03-03-2020 10:11:00,03-03-2020 13:36:00
12,65,273,188,312,03-03-2020 10:12:00,03-03-2020 12:60:00
13,314,86,351,358,03-03-2020 09:11:00,03-03-2020 12:43:00
14,86,303,65,232,03-03-2020 11:12:00,03-03-2020 11:45:00
15,102,343,373,270,03-03-2020 09:11:00,03-03-2020 12:02:00
16,243,182,59,280,03-03-2020 11:12:00,03-03-2020 13:59:00
17,82,72,47,393,03-03-2020 10:12:00,03-03-2020 11:45:00
18,274,215,384,373,03-03-2020 11:13:00,03-03-2020 13:25:00
19,50,100,125,265,03-03-2020 09:10:00,03-03-2020 11:40:00
20,327,190,53,236,03-03-2020 10:11:00,03-03-2020 11:33:00
