1,196,343,374,223,03-03-2020 10:11:00,03-03-2020 13:24:00
2,371,380,214,245,03-03-2020 09:10:00,03-03-2020 11:04:00
3,114,31,73,294,03-03-2020 09:11:00,03-03-2020 12:15:00
4,252,345,353,149,03-03-2020 11:13:00,03-03-2020 11:33:00
5,396,10,354,34,03-03-2020 09:11:00,03-03-2020 12:11:00
6,16,176,65,354,03-03-2020 10:12:00,03-03-2020 11:50:00
7,340,391,132,390,03-03-2020 09:11:00,03-03-2020 11:51:00
8,181,239,91,256,03-03-2020 09:10:00,03-03-2020 11:50:00
9,249,311,186,172,03-03-2020 11:12:00,03-03-2020 13:43:00
10,39,395,119,395,03-03-2020 09:11:00,03-03-2020 13:05:00
11,101,223,47,258,03-03-2020 10:11:00,03-03-2020 12:21:00
12,284,163,374,103,03-03-2020 11:12:00,03-03-2020 12:14:00
13,87,74,120,134,03-03-2020 11:12:00,03-03-2020 12:33:00
14,17,61,225,182,03-03-2020 10:12:00,03-03-2020 12:01:00
15,209,379,226,50,03-03-2020 11:13:00,03-03-2020 12:27:00
16,198,358,237,306,03-03-2020 10:12:00,03-03-2020 13:10:00
17,261,343,317,165,03-03-2020 09:11:00,03-03-2020 13:14:00
18,340,211,251,58,03-03-2020 11:12:00,03-03-2020 13:33:00
19,276,208,299,83,03-03-2020 11:12:00,03-03-2020 13:14:00
20,18,179,326,137,03-03-2020 11:12:00,03-03-2020 13:04:00
