1,379,290,195,290,03-03-2020 10:11:00,03-03-2020 13:42:00
2,175,304,335,107,03-03-2020 11:13:00,03-03-2020 11:49:00
3,222,270,130,57,03-03-2020 11:12:00,03-03-2020 12:04:00
4,17,155,88,363,03-03-2020 11:13:00,03-03-2020 13:36:00
5,235,184,71,69,03-03-2020 09:10:00,03-03-2020 11:04:00
6,191,203,172,47,03-03-2020 11:13:00,03-03-2020 11:30:00
7,371,66,336,297,03-03-2020 10:11:00,03-03-2020 13:52:00
8,186,323,397,291,03-03-2020 10:11:00,03-03-2020 12:12:00
9,105,259,307,291,03-03-2020 10:12:00,03-03-2020 13:14:00
10,358,158,157,241,03-03-2020 10:11:00,03-03-2020 13:29:00
11,218,103,337,288,03-03-2020 09:10:00,03-03-2020 11:05:00
12,329,381,295,120,03-03-2020 09:10:00,03-03-2020 11:32:00
13,122,258,88,285,03-03-2020 10:11:00,03-03-2020 12:34:00
14,166,389,286,110,03-03-2020 09:11:00,03-03-2020 12:60:00
15,40,358,116,213,03-03-2020 10:12:00,03-03-2020 12:31:00
16,309,246,170,337,03-03-2020 10:12:00,03-03-2020 12:02:00
17,281,234,363,210,03-03-2020 11:13:00,03-03-2020 13:10:00
18,395,173,221,173,03-03-2020 10:12:00,03-03-2020 13:05:00
19,68,208,352,252,03-03-2020 10:12:00,03-03-2020 11:29:00
20,259,45,141,138,03-03-2020 11:12:00,03-03-2020 13:40:00
21,241,185,168,376,03-03-2020 10:12:00,03-03-2020 12:23:00
22,113,179,93,324,03-03-2020 10:12:00,03-03-2020 12:29:00
23,95,214,354,194,03-03-2020 09:10:00,03-03-2020 13:31:00
24,34,71,281,130,03-03-2020 09:10:00,03-03-2020 11:41:00
25,395,185,100,85,03-03-2020 11:13:00,03-03-2020 12:10:00
26,264,285,15,202,03-03-2020 10:12:00,03-03-2020 13:17:00
27,68,48,113,151,03-03-2020 09:11:00,03-03-2020 11:22:00
28,41,20,242,129,03-03-2020 09:10:00,03-03-2020 11:33:00
29,173,396,220,377,03-03-2020 09:10:00,03-03-2020 13:54:00
30,172,396,166,138,03-03-2020 11:13:00,03-03-2020 12:39:00
