1,88,231,254,384,03-03-2020 11:12:00,03-03-2020 12:11:00
2,365,151,86,230,03-03-2020 10:12:00,03-03-2020 11:59:00
3,396,42,358,154,03-03-2020 09:10:00,03-03-2020 12:06:00
4,60,234,106,97,03-03-2020 10:11:00,03-03-2020 13:27:00
5,119,162,159,49,03-03-2020 09:11:00,03-03-2020 13:46:00
6,209,235,376,262,03-03-2020 11:12:00,03-03-2020 12:40:00
7,144,189,390,131,03-03-2020 10:11:00,03-03-2020 13:01:00
8,172,258,303,168,03-03-2020 11:13:00,03-03-2020 13:41:00
9,202,141,166,238,03-03-2020 10:12:00,03-03-2020 13:24:00
10,130,302,225,376,03-03-2020 11:12:00,03-03-2020 12:60:00
11,252,96,87,240,03-03-2020 11:13:00,03-03-2020 13:07:00
12,194,296,175,398,03-03-2020 11:12:00,03-03-2020 12:21:00
13,172,233,312,204,03-03-2020 10:12:00,03-03-2020 11:39:00
14,230,73,136,145,03-03-2020 11:12:00,03-03-2020 12:28:00
15,278,216,186,152,03-03-2020 09:10:00,03-03-2020 12:36:00
