1,240,43,261,331,03-03-2020 10:11:00,03-03-2020 12:32:00
2,84,271,72,30,03-03-2020 10:11:00,03-03-2020 12:58:00
3,162,157,185,335,03-03-2020 09:10:00,03-03-2020 11:45:00
4,14,219,229,310,03-03-2020 09:10:00,03-03-2020 12:05:00
5,135,31,292,150,03-03-2020 10:11:00,03-03-2020 12:01:00
6,137,212,71,82,03-03-2020 10:11:00,03-03-2020 11:07:00
7,111,142,164,274,03-03-2020 09:10:00,03-03-2020 12:52:00
8,16,280,115,284,03-03-2020 09:10:00,03-03-2020 11:51:00
9,229,232,250,182,03-03-2020 09:10:00,03-03-2020 12:54:00
10,394,108,399,319,03-03-2020 10:11:00,03-03-2020 12:45:00
11,383,167,295,274,03-03-2020 09:10:00,03-03-2020 12:22:00
12,22,293,148,282,03-03-2020 09:10:00,03-03-2020 11:46:00
13,50,22,22,277,03-03-2020 09:10:00,03-03-2020 12:57:00
14,270,333,34,189,03-03-2020 10:11:00,03-03-2020 12:00:00
15,375,203,278,115,03-03-2020 10:11:00,03-03-2020 12:53:00
