1,319,256,378,311,03-03-2020 10:12:00,03-03-2020 13:16:00
2,322,205,185,47,03-03-2020 11:12:00,03-03-2020 11:53:00
3,209,361,308,303,03-03-2020 10:11:00,03-03-2020 11:49:00
4,178,231,50,181,03-03-2020 10:11:00,03-03-2020 12:32:00
5,294,44,223,75,03-03-2020 10:12:00,03-03-2020 13:54:00
6,159,194,251,37,03-03-2020 09:10:00,03-03-2020 12:28:00
7,106,394,353,327,03-03-2020 10:11:00,03-03-2020 12:16:00
8,185,216,232,93,03-03-2020 11:12:00,03-03-2020 11:31:00
9,111,294,248,44,03-03-2020 11:13:00,03-03-2020 12:37:00
10,290,337,224,260,03-03-2020 11:13:00,03-03-2020 12:29:00
11,208,294,148,38,03-03-2020 09:11:00,03-03-2020 11:57:00
12,54,54,23,134,03-03-2020 09:11:00,03-03-2020 12:29:00
13,380,139,223,359,03-03-2020 10:11:00,03-03-2020 11:20:00
14,270,240,13,337,03-03-2020 09:10:00,03-03-2020 11:15:00
15,22,316,132,140,03-03-2020 10:12:00,03-03-2020 12:13:00
16,160,275,239,45,03-03-2020 10:11:00,03-03-2020 13:43:00
17,72,250,207,110,03-03-2020 10:12:00,03-03-2020 12:04:00
18,315,194,160,223,03-03-2020 10:11:00,03-03-2020 12:21:00
19,254,84,160,275,03-03-2020 10:12:00,03-03-2020 11:57:00
20,176,103,310,134,03-03-2020 11:13:00,03-03-2020 13:27:00
21,235,123,150,186,03-03-2020 09:11:00,03-03-2020 11:27:00
22,388,123,291,311,03-03-2020 09:10:00,03-03-2020 11:55:00
23,241,28,120,22,03-03-2020 09:10:00,03-03-2020 11:00:00
24,249,245,188,157,03-03-2020 10:12:00,03-03-2020 11:16:00
25,162,320,227,59,03-03-2020 11:13:00,03-03-2020 13:20:00
26,177,31,217,210,03-03-2020 11:12:00,03-03-2020 12:54:00
27,360,349,247,392,03-03-2020 09:10:00,03-03-2020 13:17:00
28,129,275,67,54,03-03-2020 09:10:00,03-03-2020 13:32:00
29,24,85,383,60,03-03-2020 09:10:00,03-03-2020 11:32:00
30,339,218,207,293,03-03-2020 10:11:00,03-03-2020 12:07:00
31,103,139,34,304,03-03-2020 09:11:00,03-03-2020 12:42:00
32,144,296,22,31,03-03-2020 10:12:00,03-03-2020 13:35:00
33,303,328,12,389,03-03-2020 10:12:00,03-03-2020 12:29:00
34,191,129,43,19,03-03-2020 10:12:00,03-03-2020 13:01:00
35,49,236,177,145,03-03-2020 09:11:00,03-03-2020 13:57:00
36,230,393,330,329,03-03-2020 11:12:00,03-03-2020 13:41:00
37,303,277,370,159,03-03-2020 10:11:00,03-03-2020 11:45:00
38,389,33,161,119,03-03-2020 10:11:00,03-03-2020 12:31:00
39,271,18,388,111,03-03-2020 10:11:00,03-03-2020 13:37:00
40,69,118,59,50,03-03-2020 10:11:00,03-03-2020 13:11:00
