1,214,195,183,78,03-03-2020 09:10:00,03-03-2020 12:53:00
2,181,44,215,94,03-03-2020 09:10:00,03-03-2020 12:34:00
3,166,99,80,218,03-03-2020 10:11:00,03-03-2020 11:26:00
4,93,172,37,376,03-03-2020 09:10:00,03-03-2020 12:16:00
5,162,25,41,137,03-03-2020 10:11:00,03-03-2020 11:51:00
6,83,147,221,227,03-03-2020 09:10:00,03-03-2020 11:28:00
7,234,81,88,215,03-03-2020 09:10:00,03-03-2020 11:21:00
8,228,245,117,347,03-03-2020 09:10:00,03-03-2020 12:00:00
9,46,264,264,176,03-03-2020 09:10:00,03-03-2020 11:42:00
10,138,184,366,227,03-03-2020 10:11:00,03-03-2020 11:13:00
11,214,36,238,156,03-03-2020 10:11:00,03-03-2020 11:41:00
12,214,16,363,19,03-03-2020 09:10:00,03-03-2020 12:47:00
13,46,34,87,170,03-03-2020 10:11:00,03-03-2020 12:44:00
14,272,395,235,361,03-03-2020 10:11:00,03-03-2020 12:18:00
15,68,63,181,89,03-03-2020 10:11:00,03-03-2020 11:31:00
16,272,338,176,217,03-03-2020 09:10:00,03-03-2020 12:56:00
17,327,103,305,277,03-03-2020 10:11:00,03-03-2020 11:26:00
18,188,56,16,124,03-03-2020 10:11:00,03-03-2020 11:01:00
19,50,52,353,22,03-03-2020 10:11:00,03-03-2020 11:05:00
20,397,102,271,165,03-03-2020 10:11:00,03-03-2020 12:19:00
21,275,153,373,255,03-03-2020 10:11:00,03-03-2020 12:11:00
22,318,88,144,16,03-03-2020 09:10:00,03-03-2020 11:07:00
23,385,81,107,84,03-03-2020 09:10:00,03-03-2020 12:18:00
24,155,358,315,343,03-03-2020 10:11:00,03-03-2020 11:51:00
25,338,142,391,173,03-03-2020 10:11:00,03-03-2020 12:57:00
26,61,263,73,204,03-03-2020 10:11:00,03-03-2020 11:40:00
27,218,74,63,93,03-03-2020 10:11:00,03-03-2020 12:47:00
28,104,235,129,318,03-03-2020 09:10:00,03-03-2020 11:52:00
29,266,221,42,113,03-03-2020 09:10:00,03-03-2020 11:15:00
30,333,222,108,281,03-03-2020 09:10:00,03-03-2020 11:16:00
31,267,267,273,359,03-03-2020 10:11:00,03-03-2020 11:56:00
32,106,93,148,151,03-03-2020 09:10:00,03-03-2020 11:40:00
33,285,156,185,327,03-03-2020 10:11:00,03-03-2020 12:48:00
34,105,14,257,150,03-03-2020 09:10:00,03-03-2020 11:04:00
35,167,98,51,337,03-03-2020 10:11:00,03-03-2020 11:43:00
36,78,85,151,153,03-03-2020 10:11:00,03-03-2020 11:20:00
37,228,59,65,154,03-03-2020 10:11:00,03-03-2020 11:09:00
38,161,249,111,202,03-03-2020 09:10:00,03-03-2020 12:12:00
39,380,341,391,283,03-03-2020 10:11:00,03-03-2020 11:24:00
40,116,203,162,280,03-03-2020 09:10:00,03-03-2020 11:03:00
41,202,40,240,383,03-03-2020 09:10:00,03-03-2020 12:22:00
42,28,236,215,148,03-03-2020 09:10:00,03-03-2020 12:29:00
43,386,237,111,313,03-03-2020 09:10:00,03-03-2020 12:15:00
44,89,126,10,337,03-03-2020 10:11:00,03-03-2020 12:08:00
45,227,277,257,297,03-03-2020 09:10:00,03-03-2020 11:21:00
46,308,110,319,325,03-03-2020 10:11:00,03-03-2020 12:29:00
47,347,179,198,28,03-03-2020 10:11:00,03-03-2020 11:53:00
48,157,333,45,140,03-03-2020 10:11:00,03-03-2020 11:47:00
49,342,61,80,171,03-03-2020 09:10:00,03-03-2020 12:15:00
50,262,253,88,364,03-03-2020 10:11:00,03-03-2020 12:12:00
